pd420 ryang69 mishra03
37142.71733 64610.63855 58190.20852 81532.73631
37146.71744 64597.71433 58190.93276 81533.74919
37150.71754 64584.79157 58191.65308 81534.75657
37154.71765 64571.87027 58192.36949 81535.75844
37158.71776 64558.95043 58193.08199 81536.75481
37162.71786 64546.03206 58193.79058 81537.74566
37166.71797 64533.11514 58194.49527 81538.73102
37170.71807 64520.19968 58195.19604 81539.71086
37174.71818 64507.28569 58195.89291 81540.68521
37178.71828 64494.37315 58196.58588 81541.65405
37182.71839 64481.46208 58197.27493 81542.6174
37186.7185 64468.55246 58197.96009 81543.57524
37190.7186 64455.64431 58198.64134 81544.52759
37194.71871 64442.73762 58199.31868 81545.47444
37198.71881 64429.83238 58199.99213 81546.41579
37202.71892 64416.92861 58200.66167 81547.35164
37206.71903 64404.0263 58201.32731 81548.28201
37210.71913 64391.12544 58201.98905 81549.20687
37214.71924 64378.22605 58202.64689 81550.12625
37218.71934 64365.32812 58203.30083 81551.04014
37222.71945 64352.43164 58203.95088 81551.94853
37226.71955 64339.53663 58204.59702 81552.85144
37230.71966 64326.64307 58205.23927 81553.74886
37234.71977 64313.75098 58205.87763 81554.64079
37238.71987 64300.86034 58206.51209 81555.52723
37242.71998 64287.97117 58207.14265 81556.40819
37246.72008 64275.08345 58207.76933 81557.28367
37250.72019 64262.19719 58208.3921 81558.15366
37254.72029 64249.31239 58209.01099 81559.01818
37258.7204 64236.42905 58209.62599 81559.87721
37262.72051 64223.54717 58210.23709 81560.73076
37266.72061 64210.66675 58210.84431 81561.57884
37270.72072 64197.78779 58211.44763 81562.42143
37274.72082 64184.91028 58212.04707 81563.25855
37278.72093 64172.03424 58212.64262 81564.0902
37282.72103 64159.15965 58213.23429 81564.91637
37286.72114 64146.28653 58213.82206 81565.73707
37290.72125 64133.41486 58214.40595 81566.55229
37294.72135 64120.54465 58214.98596 81567.36205
37298.72146 64107.67589 58215.56209 81568.16633
37302.72156 64094.8086 58216.13433 81568.96515
37306.72167 64081.94276 58216.70268 81569.7585
37310.72177 64069.07839 58217.26716 81570.54638
37314.72188 64056.21547 58217.82776 81571.32879
37318.72199 64043.35401 58218.38447 81572.10574
37322.72209 64030.494 58218.93731 81572.87723
37326.7222 64017.63546 58219.48626 81573.64325
37330.7223 64004.77837 58220.03134 81574.40382
37334.72241 63991.92274 58220.57254 81575.15892
37338.72251 63979.06857 58221.10987 81575.90856
37342.72262 63966.21585 58221.64332 81576.65275
37346.72273 63953.3646 58222.1729 81577.39147
37350.72283 63940.5148 58222.6986 81578.12475
37354.72294 63927.66646 58223.22042 81578.85256
37358.72304 63914.81957 58223.73838 81579.57492
37362.72315 63901.97414 58224.25246 81580.29183
37366.72325 63889.13017 58224.76267 81581.00329
37370.72336 63876.28766 58225.26901 81581.70929
37374.72347 63863.44661 58225.77148 81582.40985
37378.72357 63850.60701 58226.27009 81583.10496
37382.72368 63837.76886 58226.76482 81583.79462
37386.72378 63824.93218 58227.25569 81584.47883
37390.72389 63812.09695 58227.74269 81585.1576
37394.72399 63799.26318 58228.22582 81585.83092
37398.7241 63786.43087 58228.70509 81586.4988
37402.72421 63773.60001 58229.18049 81587.16123
37406.72431 63760.77061 58229.65203 81587.81823
37410.72442 63747.94266 58230.11971 81588.46978
37414.72452 63735.11617 58230.58352 81589.1159
37418.72463 63722.29114 58231.04348 81589.75657
37422.72473 63709.46756 58231.49957 81590.39181
37426.72484 63696.64544 58231.9518 81591.02162
37430.72495 63683.82478 58232.40017 81591.64599
37434.72505 63671.00557 58232.84469 81592.26492
37438.72516 63658.18782 58233.28534 81592.87842
37442.72526 63645.37152 58233.72214 81593.48649
37446.72537 63632.55668 58234.15509 81594.08913
37450.72548 63619.74329 58234.58417 81594.68634
37454.72558 63606.93137 58235.0094 81595.27812
37458.72569 63594.12089 58235.43078 81595.86447
37462.72579 63581.31187 58235.84831 81596.4454
37466.7259 63568.50431 58236.26198 81597.0209
37470.726 63555.6982 58236.6718 81597.59097
37474.72611 63542.89355 58237.07777 81598.15563
37478.72622 63530.09035 58237.47989 81598.71486
37482.72632 63517.28861 58237.87816 81599.26866
37486.72643 63504.48833 58238.27258 81599.81705
37490.72653 63491.68949 58238.66315 81600.36002
37494.72664 63478.89212 58239.04987 81600.89757
37498.72674 63466.0962 58239.43275 81601.42971
37502.72685 63453.30173 58239.81178 81601.95642
37506.72696 63440.50872 58240.18697 81602.47773
37510.72706 63427.71716 58240.55831 81602.99361
37514.72717 63414.92706 58240.92581 81603.50409
37518.72727 63402.13841 58241.28946 81604.00915
37522.72738 63389.35122 58241.64928 81604.50881
37526.72748 63376.56548 58242.00525 81605.00305
37530.72759 63363.78119 58242.35738 81605.49189
37534.7277 63350.99836 58242.70567 81605.97531
37538.7278 63338.21698 58243.05012 81606.45333
37542.72791 63325.43706 58243.39074 81606.92595
37546.72801 63312.65859 58243.72751 81607.39316
37550.72812 63299.88158 58244.06045 81607.85497
37554.72822 63287.10602 58244.38955 81608.31137
37558.72833 63274.33191 58244.71482 81608.76238
37562.72844 63261.55926 58245.03625 81609.20798
37566.72854 63248.78806 58245.35385 81609.64819
37570.72865 63236.01831 58245.66761 81610.08299
37574.72875 63223.25002 58245.97754 81610.5124
37578.72886 63210.48318 58246.28364 81610.93642
37582.72896 63197.7178 58246.58591 81611.35503
37586.72907 63184.95386 58246.88435 81611.76826
37590.72918 63172.19139 58247.17896 81612.17609
37594.72928 63159.43036 58247.46974 81612.57853
37598.72939 63146.67079 58247.75669 81612.97558
37602.72949 63133.91267 58248.03981 81613.36724
37606.7296 63121.156 58248.31911 81613.75351
37610.7297 63108.40079 58248.59458 81614.1344
37614.72981 63095.64703 58248.86623 81614.5099
37618.72992 63082.89472 58249.13405 81614.88001
37622.73002 63070.14386 58249.39805 81615.24474
37626.73013 63057.39446 58249.65823 81615.60408
37630.73023 63044.64651 58249.91458 81615.95804
37634.73034 63031.90001 58250.16711 81616.30662
37638.73044 63019.15497 58250.41583 81616.64982
37642.73055 63006.41138 58250.66072 81616.98765
37646.73066 62993.66924 58250.90179 81617.32009
37650.73076 62980.92855 58251.13904 81617.64716
37654.73087 62968.18931 58251.37248 81617.96885
37658.73097 62955.45153 58251.6021 81618.28517
37662.73108 62942.7152 58251.8279 81618.59611
37666.73119 62929.98032 58252.04989 81618.90168
37670.73129 62917.24689 58252.26806 81619.20188
37674.7314 62904.51491 58252.48242 81619.49671
37678.7315 62891.78439 58252.69297 81619.78616
37682.73161 62879.05531 58252.8997 81620.07025
37686.73171 62866.32769 58253.10262 81620.34898
37690.73182 62853.60152 58253.30173 81620.62233
37694.73193 62840.8768 58253.49703 81620.89032
37698.73203 62828.15354 58253.68852 81621.15295
37702.73214 62815.43172 58253.8762 81621.41021
37706.73224 62802.71136 58254.06008 81621.66211
37710.73235 62789.99244 58254.24014 81621.90865
37714.73245 62777.27498 58254.4164 81622.14984
37718.73256 62764.55897 58254.58886 81622.38566
37722.73267 62751.84441 58254.75751 81622.61612
37726.73277 62739.1313 58254.92235 81622.84123
37730.73288 62726.41964 58255.08339 81623.06098
37734.73298 62713.70943 58255.24063 81623.27537
37738.73309 62701.00067 58255.39407 81623.48442
37742.73319 62688.29337 58255.5437 81623.68811
37746.7333 62675.58751 58255.68954 81623.88644
37750.73341 62662.8831 58255.83157 81624.07943
37754.73351 62650.18015 58255.96981 81624.26707
37758.73362 62637.47864 58256.10424 81624.44936
37762.73372 62624.77859 58256.23488 81624.6263
37766.73383 62612.07998 58256.36173 81624.7979
37770.73393 62599.38283 58256.48477 81624.96415
37774.73404 62586.68712 58256.60402 81625.12506
37778.73415 62573.99287 58256.71948 81625.28062
37782.73425 62561.30006 58256.83114 81625.43084
37786.73436 62548.60871 58256.93901 81625.57573
37790.73446 62535.9188 58257.04309 81625.71527
37794.73457 62523.23035 58257.14337 81625.84947
37798.73467 62510.54334 58257.23987 81625.97833
37802.73478 62497.85779 58257.33257 81626.10186
37806.73489 62485.17368 58257.42148 81626.22005
37810.73499 62472.49102 58257.50661 81626.33291
37814.7351 62459.80981 58257.58795 81626.44043
37818.7352 62447.13005 58257.6655 81626.54263
37822.73531 62434.45174 58257.73926 81626.63949
37826.73541 62421.77488 58257.80924 81626.73102
37830.73552 62409.09947 58257.87543 81626.81722
37834.73563 62396.42551 58257.93784 81626.89809
37838.73573 62383.75299 58257.99647 81626.97363
37842.73584 62371.08193 58258.05131 81627.04385
37846.73594 62358.41231 58258.10237 81627.10874
37850.73605 62345.74415 58258.14965 81627.16831
37854.73615 62333.07743 58258.19315 81627.22256
37858.73626 62320.41216 58258.23287 81627.27148
37862.73637 62307.74833 58258.26881 81627.31509
37866.73647 62295.08596 58258.30097 81627.35337
37870.73658 62282.42503 58258.32935 81627.38634
37874.73668 62269.76556 58258.35396 81627.41398
37878.73679 62257.10753 58258.37479 81627.43631
37882.73689 62244.45095 58258.39185 81627.45333
37886.737 62231.79582 58258.40513 81627.46503
37890.73711 62219.14213 58258.41464 81627.47142
37894.73721 62206.48989 58258.42037 81627.47249
37898.73732 62193.8391 58258.42233 81627.46826
37902.73742 62181.18976 58258.42053 81627.45871
37906.73753 62168.54187 58258.41494 81627.44385
37910.73764 62155.89542 58258.40559 81627.42369
37914.73774 62143.25043 58258.39247 81627.39822
37918.73785 62130.60688 58258.37559 81627.36744
37922.73795 62117.96477 58258.35493 81627.33136
37926.73806 62105.32412 58258.33051 81627.28997
37930.73816 62092.68491 58258.30232 81627.24328
37934.73827 62080.04715 58258.27036 81627.19129
37938.73838 62067.41083 58258.23464 81627.134
37942.73848 62054.77596 58258.19516 81627.0714
37946.73859 62042.14254 58258.15191 81627.00351
37950.73869 62029.51057 58258.1049 81626.93033
37954.7388 62016.88004 58258.05412 81626.85184
37958.7389 62004.25096 58257.99959 81626.76806
37962.73901 61991.62333 58257.9413 81626.67899
37966.73912 61978.99714 58257.87924 81626.58462
37970.73922 61966.3724 58257.81343 81626.48496
37974.73933 61953.74911 58257.74386 81626.38001
37978.73943 61941.12726 58257.67053 81626.26976
37982.73954 61928.50686 58257.59344 81626.15423
37986.73964 61915.88791 58257.5126 81626.03341
37990.73975 61903.2704 58257.428 81625.90731
37994.73986 61890.65434 58257.33965 81625.77592
37998.73996 61878.03972 58257.24755 81625.63924
38002.74007 61865.42655 58257.15169 81625.49728
38006.74017 61852.81483 58257.05208 81625.35004
38010.74028 61840.20455 58256.94872 81625.19751
38014.74038 61827.59572 58256.8416 81625.0397
38018.74049 61814.98833 58256.73074 81624.87662
38022.7406 61802.38239 58256.61613 81624.70825
38026.7407 61789.7779 58256.49777 81624.53461
38030.74081 61777.17485 58256.37566 81624.35569
38034.74091 61764.57324 58256.24981 81624.1715
38038.74102 61751.97308 58256.1202 81623.98203
38042.74112 61739.37437 58255.98686 81623.78729
38046.74123 61726.7771 58255.84976 81623.58728
38050.74134 61714.18128 58255.70893 81623.38199
38054.74144 61701.5869 58255.56435 81623.17144
38058.74155 61688.99397 58255.41602 81622.95561
38062.74165 61676.40248 58255.26396 81622.73452
38066.74176 61663.81243 58255.10816 81622.50816
38070.74186 61651.22384 58254.94861 81622.27654
38074.74197 61638.63668 58254.78532 81622.03965
38078.74208 61626.05097 58254.6183 81621.7975
38082.74218 61613.46671 58254.44754 81621.55008
38086.74229 61600.88389 58254.27304 81621.2974
38090.74239 61588.30251 58254.0948 81621.03947
38094.7425 61575.72258 58253.91283 81620.77627
38098.7426 61563.1441 58253.72712 81620.50781
38102.74271 61550.56705 58253.53768 81620.2341
38106.74282 61537.99145 58253.3445 81619.95513
38110.74292 61525.4173 58253.14759 81619.6709
38114.74303 61512.84459 58252.94695 81619.38142
38118.74313 61500.27332 58252.74258 81619.08669
38122.74324 61487.7035 58252.53448 81618.78671
38126.74335 61475.13512 58252.32264 81618.48147
38130.74345 61462.56819 58252.10708 81618.17098
38134.74356 61450.0027 58251.88779 81617.85525
38138.74366 61437.43865 58251.66477 81617.53427
38142.74377 61424.87604 58251.43803 81617.20804
38146.74387 61412.31488 58251.20756 81616.87656
38150.74398 61399.75517 58250.97336 81616.53984
38154.74409 61387.19689 58250.73544 81616.19788
38158.74419 61374.64006 58250.49379 81615.85067
38162.7443 61362.08468 58250.24842 81615.49822
38166.7444 61349.53073 58249.99933 81615.14053
38170.74451 61336.97823 58249.74651 81614.77761
38174.74461 61324.42717 58249.48998 81614.40944
38178.74472 61311.87756 58249.22973 81614.03603
38182.74483 61299.32938 58248.96575 81613.65739
38186.74493 61286.78265 58248.69806 81613.27352
38190.74504 61274.23737 58248.42665 81612.88441
38194.74514 61261.69352 58248.15152 81612.49007
38198.74525 61249.15112 58247.87267 81612.09049
38202.74535 61236.61016 58247.59011 81611.68569
38206.74546 61224.07064 58247.30383 81611.27565
38210.74557 61211.53257 58247.01384 81610.86039
38214.74567 61198.99594 58246.72014 81610.4399
38218.74578 61186.46075 58246.42272 81610.01418
38222.74588 61173.927 58246.12159 81609.58323
38226.74599 61161.39469 58245.81675 81609.14706
38230.74609 61148.86383 58245.5082 81608.70567
38234.7462 61136.33441 58245.19594 81608.25905
38238.74631 61123.80643 58244.87997 81607.80722
38242.74641 61111.27989 58244.56029 81607.35016
38246.74652 61098.75479 58244.2369 81606.88788
38250.74662 61086.23114 58243.90981 81606.42039
38254.74673 61073.70892 58243.57901 81605.94768
38258.74683 61061.18815 58243.2445 81605.46975
38262.74694 61048.66882 58242.90629 81604.98661
38266.74705 61036.15093 58242.56438 81604.49825
38270.74715 61023.63449 58242.21876 81604.00468
38274.74726 61011.11948 58241.86944 81603.5059
38278.74736 60998.60591 58241.51642 81603.0019
38282.74747 60986.09379 58241.1597 81602.4927
38286.74757 60973.5831 58240.79928 81601.97829
38290.74768 60961.07386 58240.43515 81601.45867
38294.74779 60948.56606 58240.06733 81600.93384
38298.74789 60936.0597 58239.69581 81600.40381
38302.748 60923.55478 58239.3206 81599.86857
38306.7481 60911.0513 58238.94169 81599.32813
38310.74821 60898.54926 58238.55908 81598.78249
38314.74831 60886.04866 58238.17277 81598.23165
38318.74842 60873.54951 58237.78278 81597.6756
38322.74853 60861.05179 58237.38909 81597.11436
38326.74863 60848.55551 58236.9917 81596.54792
38330.74874 60836.06067 58236.59063 81595.97628
38334.74884 60823.56728 58236.18586 81595.39944
38338.74895 60811.07532 58235.7774 81594.81741
38342.74905 60798.5848 58235.36525 81594.23019
38346.74916 60786.09573 58234.94942 81593.63777
38350.74927 60773.60809 58234.52989 81593.04017
38354.74937 60761.12189 58234.10668 81592.43737
38358.74948 60748.63713 58233.67978 81591.82938
38362.74958 60736.15382 58233.24919 81591.2162
38366.74969 60723.67194 58232.81492 81590.59783
38370.7498 60711.1915 58232.37697 81589.97428
38374.7499 60698.7125 58231.93533 81589.34554
38378.75001 60686.23494 58231.49 81588.71162
38382.75011 60673.75882 58231.041 81588.07252
38386.75022 60661.28414 58230.58831 81587.42823
38390.75032 60648.8109 58230.13194 81586.77876
38394.75043 60636.33909 58229.6719 81586.12411
38398.75054 60623.86873 58229.20817 81585.46428
38402.75064 60611.39981 58228.74076 81584.79928
38406.75075 60598.93232 58228.26968 81584.12909
38410.75085 60586.46627 58227.79492 81583.45373
38414.75096 60574.00166 58227.31648 81582.7732
38418.75106 60561.53849 58226.83437 81582.08749
38422.75117 60549.07676 58226.34858 81581.39661
38426.75128 60536.61647 58225.85912 81580.70056
38430.75138 60524.15762 58225.36598 81579.99933
38434.75149 60511.7002 58224.86917 81579.29294
38438.75159 60499.24422 58224.36869 81578.58138
38442.7517 60486.78968 58223.86454 81577.86465
38446.7518 60474.33658 58223.35672 81577.14275
38450.75191 60461.88492 58222.84522 81576.41569
38454.75202 60449.43469 58222.33006 81575.68347
38458.75212 60436.98591 58221.81123 81574.94608
38462.75223 60424.53856 58221.28874 81574.20353
38466.75233 60412.09265 58220.76257 81573.45581
38470.75244 60399.64817 58220.23274 81572.70294
38474.75254 60387.20514 58219.69925 81571.94491
38478.75265 60374.76354 58219.16209 81571.18172
38482.75276 60362.32338 58218.62127 81570.41337
38486.75286 60349.88466 58218.07678 81569.63987
38490.75297 60337.44737 58217.52863 81568.86121
38494.75307 60325.01152 58216.97682 81568.0774
38498.75318 60312.57711 58216.42135 81567.28844
38502.75328 60300.14414 58215.86222 81566.49432
38506.75339 60287.7126 58215.29943 81565.69506
38510.7535 60275.2825 58214.73298 81564.89064
38514.7536 60262.85384 58214.16287 81564.08108
38518.75371 60250.42661 58213.58911 81563.26637
38522.75381 60238.00082 58213.01169 81562.44651
38526.75392 60225.57647 58212.43061 81561.6215
38530.75402 60213.15356 58211.84588 81560.79136
38534.75413 60200.73208 58211.25749 81559.95607
38538.75424 60188.31204 58210.66545 81559.11563
38542.75434 60175.89343 58210.06976 81558.27006
38546.75445 60163.47626 58209.47042 81557.41934
38550.75455 60151.06053 58208.86743 81556.56349
38554.75466 60138.64623 58208.26078 81555.7025
38558.75476 60126.23337 58207.65049 81554.83637
38562.75487 60113.82195 58207.03654 81553.96511
38566.75498 60101.41196 58206.41895 81553.08871
38570.75508 60089.00341 58205.79771 81552.20718
38574.75519 60076.59629 58205.17283 81551.32051
38578.75529 60064.19061 58204.54429 81550.42872
38582.7554 60051.78637 58203.91212 81549.53179
38586.75551 60039.38356 58203.2763 81548.62973
38590.75561 60026.98218 58202.63683 81547.72255
38594.75572 60014.58225 58201.99372 81546.81024
38598.75582 60002.18374 58201.34697 81545.8928
38602.75593 59989.78668 58200.69658 81544.97024
38606.75603 59977.39105 58200.04255 81544.04255
38610.75614 59964.99685 58199.38487 81543.10974
38614.75625 59952.60409 58198.72356 81542.1718
38618.75635 59940.21276 58198.05861 81541.22875
38622.75646 59927.82287 58197.39002 81540.28058
38626.75656 59915.43442 58196.7178 81539.32728
38630.75667 59903.0474 58196.04194 81538.36887
38634.75677 59890.66181 58195.36244 81537.40535
38638.75688 59878.27766 58194.67931 81536.4367
38642.75699 59865.89494 58193.99254 81535.46294
38646.75709 59853.51366 58193.30214 81534.48407
38650.7572 59841.13382 58192.60811 81533.50009
38654.7573 59828.7554 58191.91045 81532.51099
38658.75741 59816.37842 58191.20915 81531.51679
38662.75751 59804.00288 58190.50423 81530.51747
38666.75762 59791.62877 58189.79567 81529.51305
38670.75773 59779.2561 58189.08349 81528.50352
38674.75783 59766.88486 58188.36768 81527.48888
38678.75794 59754.51505 58187.64824 81526.46914
38682.75804 59742.14668 58186.92517 81525.44429
38686.75815 59729.77974 58186.19848 81524.41434
38690.75825 59717.41423 58185.46816 81523.37929
38694.75836 59705.05016 58184.73422 81522.33914
38698.75847 59692.68752 58183.99666 81521.29389
38702.75857 59680.32632 58183.25547 81520.24354
38706.75868 59667.96655 58182.51066 81519.18809
38710.75878 59655.60821 58181.76223 81518.12754
38714.75889 59643.25131 58181.01017 81517.0619
38718.75899 59630.89584 58180.2545 81515.99117
38722.7591 59618.54181 58179.49521 81514.91534
38726.75921 59606.1892 58178.7323 81513.83442
38730.75931 59593.83803 58177.96577 81512.74841
38734.75942 59581.4883 58177.19563 81511.6573
38738.75952 59569.13999 58176.42187 81510.56111
38742.75963 59556.79312 58175.64449 81509.45983
38746.75973 59544.44768 58174.8635 81508.35346
38750.75984 59532.10368 58174.0789 81507.24201
38754.75995 59519.76111 58173.29068 81506.12547
38758.76005 59507.41997 58172.49885 81505.00385
38762.76016 59495.08026 58171.70341 81503.87714
38766.76026 59482.74199 58170.90435 81502.74535
38770.76037 59470.40514 58170.10169 81501.60848
38774.76047 59458.06973 58169.29542 81500.46654
38778.76058 59445.73576 58168.48553 81499.31951
38782.76069 59433.40321 58167.67204 81498.16741
38786.76079 59421.0721 58166.85495 81497.01022
38790.7609 59408.74242 58166.03424 81495.84797
38794.761 59396.41417 58165.20993 81494.68064
38798.76111 59384.08735 58164.38202 81493.50823
38802.76121 59371.76197 58163.5505 81492.33075
38806.76132 59359.43802 58162.71538 81491.14821
38810.76143 59347.11549 58161.87665 81489.96059
38814.76153 59334.79441 58161.03432 81488.7679
38818.76164 59322.47475 58160.18839 81487.57014
38822.76174 59310.15652 58159.33886 81486.36732
38826.76185 59297.83973 58158.48573 81485.15943
38830.76196 59285.52436 58157.62901 81483.94648
38834.76206 59273.21043 58156.76868 81482.72846
38838.76217 59260.89793 58155.90475 81481.50538
38842.76227 59248.58686 58155.03723 81480.27724
38846.76238 59236.27722 58154.16611 81479.04404
38850.76248 59223.96902 58153.2914 81477.80577
38854.76259 59211.66224 58152.41309 81476.56245
38858.7627 59199.3569 58151.53119 81475.31407
38862.7628 59187.05298 58150.6457 81474.06064
38866.76291 59174.7505 58149.75661 81472.80215
38870.76301 59162.44944 58148.86393 81471.5386
38874.76312 59150.14982 58147.96766 81470.27
38878.76322 59137.85163 58147.0678 81468.99635
38882.76333 59125.55487 58146.16435 81467.71765
38886.76344 59113.25954 58145.25731 81466.4339
38890.76354 59100.96564 58144.34669 81465.1451
38894.76365 59088.67317 58143.43247 81463.85125
38898.76375 59076.38213 58142.51467 81462.55235
38902.76386 59064.09252 58141.59329 81461.24841
38906.76396 59051.80434 58140.66832 81459.93942
38910.76407 59039.51759 58139.73976 81458.62539
38914.76418 59027.23227 58138.80762 81457.30632
38918.76428 59014.94838 58137.8719 81455.9822
38922.76439 59002.66592 58136.9326 81454.65305
38926.76449 58990.38489 58135.98971 81453.31885
38930.7646 58978.10529 58135.04325 81451.97962
38934.7647 58965.82712 58134.0932 81450.63535
38938.76481 58953.55038 58133.13958 81449.28604
38942.76492 58941.27507 58132.18238 81447.93169
38946.76502 58929.00118 58131.2216 81446.57232
38950.76513 58916.72873 58130.25724 81445.20791
38954.76523 58904.45771 58129.28931 81443.83846
38958.76534 58892.18811 58128.3178 81442.46399
38962.76544 58879.91995 58127.34272 81441.08449
38966.76555 58867.65321 58126.36406 81439.69995
38970.76566 58855.3879 58125.38183 81438.31039
38974.76576 58843.12402 58124.39603 81436.9158
38978.76587 58830.86157 58123.40665 81435.51619
38982.76597 58818.60055 58122.41371 81434.11155
38986.76608 58806.34096 58121.41719 81432.70189
38990.76618 58794.08279 58120.41711 81431.2872
38994.76629 58781.82606 58119.41346 81429.8675
38998.7664 58769.57075 58118.40624 81428.44277
39002.7665 58757.31687 58117.39545 81427.01303
39006.76661 58745.06442 58116.3811 81425.57826
39010.76671 58732.8134 58115.36318 81424.13848
39014.76682 58720.56381 58114.34169 81422.69368
39018.76692 58708.31564 58113.31664 81421.24387
39022.76703 58696.0689 58112.28803 81419.78904
39026.76714 58683.82359 58111.25585 81418.3292
39030.76724 58671.57971 58110.22012 81416.86434
39034.76735 58659.33726 58109.18082 81415.39448
39038.76745 58647.09623 58108.13796 81413.91961
39042.76756 58634.85663 58107.09154 81412.43972
39046.76767 58622.61846 58106.04156 81410.95483
39050.76777 58610.38172 58104.98803 81409.46493
39054.76788 58598.1464 58103.93094 81407.97003
39058.76798 58585.91251 58102.87029 81406.47012
39062.76809 58573.68005 58101.80608 81404.96521
39066.76819 58561.44902 58100.73832 81403.4553
39070.7683 58549.21941 58099.667 81401.94038
39074.76841 58536.99123 58098.59213 81400.42046
39078.76851 58524.76448 58097.51371 81398.89555
39082.76862 58512.53915 58096.43174 81397.36563
39086.76872 58500.31526 58095.34621 81395.83072
39090.76883 58488.09278 58094.25713 81394.29082
39094.76893 58475.87174 58093.16451 81392.74591
39098.76904 58463.65212 58092.06833 81391.19602
39102.76915 58451.43393 58090.9686 81389.64113
39106.76925 58439.21716 58089.86533 81388.08124
39110.76936 58427.00182 58088.75851 81386.51637
39114.76946 58414.78791 58087.64814 81384.94651
39118.76957 58402.57543 58086.53423 81383.37166
39122.76967 58390.36437 58085.41678 81381.79182
39126.76978 58378.15473 58084.29578 81380.20699
39130.76989 58365.94653 58083.17123 81378.61718
39134.76999 58353.73974 58082.04314 81377.02239
39138.7701 58341.53439 58080.91152 81375.42261
39142.7702 58329.33046 58079.77635 81373.81784
39146.77031 58317.12796 58078.63764 81372.2081
39150.77041 58304.92688 58077.49539 81370.59338
39154.77052 58292.72723 58076.3496 81368.97367
39158.77063 58280.529 58075.20027 81367.34899
39162.77073 58268.3322 58074.04741 81365.71933
39166.77084 58256.13682 58072.891 81364.0847
39170.77094 58243.94287 58071.73107 81362.44509
39174.77105 58231.75035 58070.56759 81360.80051
39178.77115 58219.55925 58069.40059 81359.15095
39182.77126 58207.36958 58068.23005 81357.49642
39186.77137 58195.18133 58067.05597 81355.83692
39190.77147 58182.9945 58065.87837 81354.17245
39194.77158 58170.80911 58064.69723 81352.50301
39198.77168 58158.62513 58063.51256 81350.82861
39202.77179 58146.44258 58062.32437 81349.14924
39206.77189 58134.26146 58061.13264 81347.4649
39210.772 58122.08176 58059.93738 81345.7756
39214.77211 58109.90349 58058.7386 81344.08133
39218.77221 58097.72664 58057.53629 81342.3821
39222.77232 58085.55121 58056.33045 81340.67791
39226.77242 58073.37721 58055.12109 81338.96876
39230.77253 58061.20463 58053.90821 81337.25465
39234.77263 58049.03348 58052.6918 81335.53559
39238.77274 58036.86375 58051.47186 81333.81156
39242.77285 58024.69545 58050.2484 81332.08258
39246.77295 58012.52857 58049.02143 81330.34865
39250.77306 58000.36311 58047.79093 81328.60976
39254.77316 57988.19908 58046.55691 81326.86592
39258.77327 57976.03647 58045.31937 81325.11712
39262.77337 57963.87529 58044.07831 81323.36338
39266.77348 57951.71553 58042.83373 81321.60469
39270.77359 57939.55719 58041.58564 81319.84104
39274.77369 57927.40028 58040.33403 81318.07245
39278.7738 57915.24479 58039.0789 81316.29892
39282.7739 57903.09072 58037.82026 81314.52043
39286.77401 57890.93808 58036.55811 81312.73701
39290.77412 57878.78686 58035.29244 81310.94864
39294.77422 57866.63706 58034.02325 81309.15533
39298.77433 57854.48869 58032.75056 81307.35707
39302.77443 57842.34174 58031.47435 81305.55388
39306.77454 57830.19621 58030.19464 81303.74575
39310.77464 57818.05211 58028.91141 81301.93268
39314.77475 57805.90943 58027.62468 81300.11467
39318.77486 57793.76817 58026.33443 81298.29172
39322.77496 57781.62833 58025.04068 81296.46385
39326.77507 57769.48992 58023.74342 81294.63103
39330.77517 57757.35293 58022.44266 81292.79329
39334.77528 57745.21736 58021.13839 81290.95061
39338.77538 57733.08322 58019.83061 81289.103
39342.77549 57720.95049 58018.51933 81287.25047
39346.7756 57708.81919 58017.20455 81285.393
39350.7757 57696.68932 58015.88627 81283.53061
39354.77581 57684.56086 58014.56448 81281.66329
39358.77591 57672.43383 58013.2392 81279.79104
39362.77602 57660.30821 58011.91041 81277.91387
39366.77612 57648.18402 58010.57812 81276.03178
39370.77623 57636.06126 58009.24234 81274.14477
39374.77634 57623.93991 58007.90305 81272.25283
39378.77644 57611.81999 58006.56027 81270.35598
39382.77655 57599.70148 58005.21399 81268.4542
39386.77665 57587.5844 58003.86422 81266.54751
39390.77676 57575.46874 58002.51095 81264.6359
39394.77686 57563.3545 58001.15419 81262.71937
39398.77697 57551.24169 57999.79393 81260.79793
39402.77708 57539.13029 57998.43018 81258.87158
39406.77718 57527.02032 57997.06294 81256.94031
39410.77729 57514.91177 57995.69221 81255.00413
39414.77739 57502.80463 57994.31799 81253.06304
39418.7775 57490.69892 57992.94028 81251.11705
39422.7776 57478.59463 57991.55907 81249.16614
39426.77771 57466.49177 57990.17438 81247.21032
39430.77782 57454.39032 57988.78621 81245.2496
39434.77792 57442.29029 57987.39454 81243.28398
39438.77803 57430.19168 57985.99939 81241.31345
39442.77813 57418.0945 57984.60075 81239.33801
39446.77824 57405.99873 57983.19863 81237.35768
39450.77834 57393.90439 57981.79303 81235.37244
39454.77845 57381.81147 57980.38394 81233.38231
39458.77856 57369.71996 57978.97137 81231.38727
39462.77866 57357.62988 57977.55532 81229.38734
39466.77877 57345.54122 57976.13579 81227.38251
39470.77887 57333.45397 57974.71277 81225.37278
